General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
venous,1103,General Purpose Central Venous Catheters; Venous Tree Organ Part; Assessment Of Jugular Central Venous Line; Thrombosis Of Venous Sinuses; Subclavian Central Venous Line; Venous Access; Structure Of Venous System Of Upper Extremity; Portal Venous Tree Organ Part; No Deep Venous Thrombosis; Totally Implantable Venous Access System; Central Venous Catheter Tip; Peripherally Inserted Central Venous Catheter Tip; Femoral Vein Deep Venous Thrombosis; Deep Venous Thrombophlebitis; Determination Of Venous Pressure; Developmental Venous Anomaly; Venous Distention; Deep Venous Thrombosis Of The Popliteal Vein; Central Venous Line In The Right Internal Jugular Vein; Peripheral Venous Catheter; Congenital Portosystemic Venous Shunt; Portal Venous System Structure; Venous Filter; Regional Segment Of Venous Tree,727; 269; 61; 1; 51; 87; 2; 89; 7; 26; 25; 4; 1; 45; 7; 4; 1; 1; 1; 1; 2; 1; 2; 1,0.8448000113258396,General ⊂ Medical
bony,258,Bony Destruction; Bony Appendage; Bony Defect; Bony Fusion,18; 174; 2; 1,0.8448529357014549,General ⊂ Medical
persistent,1422,Echocardiography : Persistent Left Superior Vena Cava; Lsvc Persistent Left Superior Vena Cava; Persistent Infections; Persistent Nausea; Anemia Persistent; Persistent Headache,1; 5; 1; 3; 2; 1,0.8448542112506385,General ⊂ Medical
amount,1177,A Small Amount Of Effort; Trace Amount; Large Amount; A Moderate Amount; Moderate Amount; A Fair Amount; Coughing Up Massive Amount Of Blood,378; 183; 103; 38; 39; 4; 13,0.8448757102689284,General ⊂ Medical
tissue,1072,Tissue Of Frontal Lobe Of Brain; Samples Tissue Tumor; Infiltration Into Tissue; Fibrous Tissue Formation; Subcutaneous Connective Tissue; Unilocular Adipose Tissue; Mass Of Soft Tissue; Tissue Of Parietal Lobe Of Brain; Soft Tissue Swelling; Tissue Of Occipital Lobe Of Brain; Tissue Speciman; Bone And Soft Tissue; Tissue Of Temporal Lobe Of Brain; Sti Soft Tissue Injury; Structure Of Mesenteric Adipose Tissue; Cardiac Tissue; Structure Of Bone Marrow Fatty Tissue; Tissue Diagnosis; Tissue Of Cerebellum; Tissue Type Plasminogen Activator; Tissue Lysis; Granulation Of Tissue; Lymphoid Tissue; Tissue Used For Augmentation; Skin And Subcutaneous Tissue Structure; Lipoma Of Skin And Subcutaneous Tissue Of Scalp; Nodule Of Subcutaneous Tissue; Adipose Tissue Retroperitoneal; Soft Tissue Plane,71; 688; 107; 72; 47; 174; 129; 54; 37; 28; 81; 14; 31; 3; 6; 1; 3; 10; 2; 1; 1; 5; 1; 1; 1; 1; 1; 1; 1,0.8449218892581822,General ⊂ Medical
subsegmental,294,Subsegmental Pulmonary Embolism,5,0.8449650801601256,General ⊂ Medical
difficulty,104,Have Difficulty Swallowing; Difficulty Weaning; Difficulty Opening Bowels; Word Finding Difficulty Disorder,1; 15; 2; 3,0.8450481872237533,General ⊂ Medical
malformations,2,Aspects Of Congenital Malformations,15,0.8450755463955203,General ⊂ Medical
worse,125,Slightly Worse; Much Worse,40; 2,0.8450823580445932,General ⊂ Medical
swallowing,66,Swallowing Function; Have Difficulty Swallowing; Residue On Valleculae Following Swallowing; Swallowing Abnormalities; Oral Residue Following Swallowing; Swallowing Ability; Swallowing Function Pharyngeal Stage Transit Time,33; 1; 15; 2; 4; 1; 1,0.8452039552053902,General ⊂ Medical
chest,22576,Right Chest; Radiologic Examination Of Chest; Chest Radiograph; Surface Region Of Upper Chest; Surface Region Of Lower Chest; Left Anterior Chest; Muscle Of Pectoral Part Of Chest; Chest Wall Structure; Examination Of Chest; Chest Findings; Chest Abdomen And Pelvis; Chest And Abdomen; X Ray Of Chest Pa And Lateral Views Procedure; Right Side Of Chest; Chest Tumors; Chest Xray Diaphragm Elevation Unilateral; Anterior Mediastinal Part Of Chest; Inferior Part Of Chest Wall; Chest Diaphragm Abdomen Liver; X Ray Of Chest : Right Sided Mediastinal Lymphadenopathy; Ct Scan Chest With Contrast; Neck And Chest; Right Posterior Chest; Chest Diseases; Chest Lung Abdomen Liver; Chest Lung . Left; Chest Effusion; Ultrasound Of The Chest; Guidance For Percutaneous Biopsy : Find : Pt : Chest Lung : Doc : Imaging Modality; Chest Aortic Arch Head Neck Carotid Artery; Lesions On Supraclavicular Region Of Chest; Repair Of Chest Wall; Subdivision Of Chest Wall; Right Mammary Part Of Chest; Computed Tomography Of Chest Abdomen And Pelvis Procedure; Chest Fistula; Chest Discomfort; Right Anterior Chest; Chest Pain Occurring Suddenly As New Onset; Reconstruction Of Chest Wall; Chest Lung . Bilateral; Wound Of Chest; Anterolateral Part Of Chest Wall; Magnetic Resonance Imaging Mri Of Chest; Standard Chest X Ray Normal; Ct Of Chest Without Contrast; Chest Wall Closure; Structural Abnormality Of The Chest Wall; Pleuritic Chest Pain; Chest Subcutaneous Emphysema; Left Posterior Chest; Superior Part Of Chest Wall; Deformity Of Chest Wall; Ct Of Chest With Iv Contrast Procedure; Abnormal Chest; Chest Tube Flutter Valve; Chest Aorta . Thoracic Abdomen Aorta . Abdominal,757; 455; 1924; 49; 48; 8; 3; 443; 73; 33; 84; 22; 27; 1; 2; 3; 24; 9; 1; 1; 5; 7; 3; 1; 4; 5; 4; 5; 7; 1; 1; 1; 1; 4; 1; 1; 1; 10; 5; 36; 1; 1; 1; 4; 1; 3; 1; 1; 3; 1; 4; 1; 5; 2; 1; 1; 1,0.845240146428781,General ⊂ Medical
transthoracic,4,Transthoracic Needle Aspiration Biopsy; Transthoracic Lung Biopsy,1; 1,0.8452819329199949,General ⊂ Medical
blood,582,Dedicated Blood Product Donation; Structure Of Small Blood Vessel Organ; Blood Vessel Structure; Clots Blood; White Blood Cell Count Increased Lab Result; Left Shifted White Blood Cells; Structure Of Great Blood Vessel Organ; In Blood; Blood Tinged; Old Blood; Pulmonary Aspiration Of Blood; Occlusion Of Blood Vessel; Arterial Blood Supply; Blood Glucose Meters Medical Device; Increased Blood Glucose; Coughing Up Massive Amount Of Blood; Circulating Blood Volume; No Blood; Inside The Blood Vessel; Blood Coagulation Disorder; White Blood Count; Blood Pool; Thrombosis Of Blood Vessel; Red Blood Cell Scan; Blood Product Administration By Intravascular Infusion; Packed Red Blood Cells; Blood Gas Oxygen Saturation Measurement; Disorder Of Blood Vessel; With High Blood Pressure; Pulmonary Blood Circulation; Large Blood Vessel Structure; Bp Blood Pressure; Maximum Systolic Blood Pressure; Complication Of Blood Transfusion; High Blood Pressure Medicines; Whole Blood Or Product Procurement; Brbpr Bright Red Blood Per Rectum; Injury To Blood Vessels Of Unspecified Site; Anaerobic Blood Culture; Blood Carbon Dioxide Level Above Normal; Recurrent Episodes Of Coughing Up Blood; History Of Abnormally Low Blood Pressure; Abnormal Blood Vessels; Collateral Blood Circulations,99; 161; 381; 27; 86; 48; 55; 20; 7; 2; 4; 4; 7; 11; 1; 13; 5; 7; 10; 7; 2; 9; 1; 1; 7; 7; 9; 5; 23; 8; 2; 1; 1; 1; 1; 2; 1; 2; 1; 2; 1; 2; 1; 1,0.8453683377911925,General ⊂ Medical
infarct,371,Infarct Of The Spleen; Temporal Lobe Infarct; Traumatic Infarct Morphologic Abnormality,12; 1; 2,0.8453991404943829,General ⊂ Medical
border,140,Border Of Heart; Infiltrative Tumor Border Configuration,90; 56,0.8454848599310172,General ⊂ Medical
pump,23,Intra Aortic Balloon Pump Consoles,6,0.8455377790578549,General ⊂ Medical
femoral,679,Structure Of Femoral Artery; Femoral Vein Structure; Lower Extremity Femoral Vein Popliteal Vein; Structure Of Right Common Femoral Artery; Structure Of Left Common Femoral Artery; Femoral Vein Deep Venous Thrombosis; Right Femoral Bruit; Femoral Catheter; Arteries Femoral Iliac; Trochanteric Femoral Fracture; Incarcerated Femoral Hernia; Right Femoral Hernia; Femoral Arterial Lines,277; 69; 13; 51; 19; 1; 1; 4; 3; 1; 9; 1; 1,0.8455862693984323,General ⊂ Medical
jejunostomy,14,Drug Administration Via Jejunostomy,63,0.8457076037330643,General ⊂ Medical
hip,126,Control Of Hip Fracture Risk; Prosthetic Arthroplasty Of Left Hip; Prosthetic Arthroplasty Of Right Hip; Prosthetic Total Arthroplasty Of The Hip; Telescoping Of Limb At Hip; Left Hip Region Structure; Prosthetic Right Hip; Prosthetic Hip; Right Hip Region Structure; Pain In Right Hip Joint,33; 4; 2; 2; 1; 3; 1; 1; 5; 6,0.8458040742034776,General ⊂ Medical
hyperplasia,14,Bilateral Adrenal Hyperplasia; Nodular Hyperplasia Of Prostate Gland; Thyroid Hyperplasia,1; 1; 3,0.8458165107579821,General ⊂ Medical
history,4402,Clinical History; History Of Allergies; History Of Hypertension; History Of Present Illness Finding; History Of Asbestos Exposure; History Of Smoking; History Of Pneumonia; Family History Of Coronary Artery Bypass Graft Surgery; History Of Pneumonectomy; History Of Back Pain; History Of Gout; Is There A Cancer History; Medical History Infections; Family History Of Coronary Arteriosclerosis; History Of Anemia; Personal History Of Coronary Artery Disease; History Of Repair Of Aneurysm Of Abdominal Aorta; History Patients; Pmh Past Medical History; History Of Cholelithiasis; History Of Squamous Cell Carcinoma; History Of Hemodialysis; History Of Lymphadenopathy; History Of Bowel Obstruction; History Of Dementia; History Of Stroke Of Cerebellum; History Of Emphysema; History Of Headache; History Of Aspiration Pneumonia; History Of Hepatocellular Carcinoma; History Of Confusion; History Of Pneumothorax; History Of Tracheostomy; History Of Tracheo Oesophageal Fistula; History Of Carcinoma; History Of Neutropaenia; History Of Gastrectomy; History Of Colostomy; Family History Of Myocardial Infarction; History Of Undescended Testis; History Of Neoplasm; History Of Pleural Effusion; History Of Pulmonary Embolus; History Of Alcohol Abuse; History Of Malignant Mesothelioma; History Of Atrial Fibrillation; History Of Dysphagia; History Of Abnormally Low Blood Pressure; Personal History Of Pathologic Fracture; History Of Ischaemic Colitis; History Of Surgery; History Of Fracture; History Of Anaphylaxis,320; 8; 6; 251; 2; 11; 9; 197; 9; 5; 1; 9; 1; 71; 1; 5; 1; 2; 2; 1; 3; 1; 2; 1; 2; 1; 1; 1; 4; 1; 1; 2; 2; 1; 1; 1; 1; 1; 2; 1; 3; 2; 1; 2; 7; 2; 2; 2; 1; 2; 1; 1; 1,0.845821358956138,General ⊂ Medical
bronchioloalveolar,2,Bronchioloalveolar Adenocarcinoma Of The Lung,26,0.8458279678421192,General ⊂ Medical
appearance,1795,Specimen Appearance Assessment; Abnormal Appearance; Ground Glass Appearance; Appearance Of Liver; My Appearance Has Basically Not Changed; Appearance : Aper : Pt : Pericard Fld : Nom,3845; 7; 1; 2; 1; 1,0.8458577519234406,General ⊂ Medical
prone,26,Prone Positioning,8,0.8458666557884791,General ⊂ Medical
innominate,17,Innominate Artery Laceration,3,0.8459709292053392,General ⊂ Medical
reaction,35,Infusion Reaction Extravasation Of Contrast Material; Hypersensitivity Reaction,2; 2,0.8460250057133308,General ⊂ Medical
chronic,571,Chronic Infiltrative Lung Disease; Copd Chronic Obstructive Pulmonary Disease; Chronic Rheumatic Arthritis; Chronic Bullous Emphysema; Chronic Myeloproliferative Disorders; Chronic Graft Versus Host Disease; Chronic Abdominal Pain; Chronic Dialysis; Chronic Collapse; Chronic Respiratory Failure; Chronic Osteomyelitis; Chronic Infectious Disease; Chronic Subdural Hemorrhage; Chronic Inflammatory Disorder; Chronic Sinus Disease; Chronic Emphysema; Chronic Hypertension; Cp Chronic Pancreatitis; Chronic Cholecystitis; Acute And Chronic Cholecystitis; Stigmata Of Chronic Liver Disease; Chronic Anaemia,12; 12; 2; 22; 2; 61; 4; 1; 1; 3; 1; 2; 1; 1; 2; 2; 1; 8; 3; 1; 1; 1,0.8461644582608888,General ⊂ Medical
intercostal,133,2Nd Intercostal Space; 3Rd Intercostal Space; Superior Intercostal Vein; Icc Insertion Of Intercostal Catheter,1; 1; 1; 3,0.8461925340730426,General ⊂ Medical
colonic,64,Few Colonic Diverticula,1,0.8463405793887177,General ⊂ Medical
abnormal,456,Abnormal Changes In Position; Abnormal Appearance; Abnormal Pulmonary Interstitial Pattern; Abnormal Pulmonary Interstitial Morphology; Abnormal Alveolar Pattern; Bone Scan Abnormal; Abnormal Positions; Abnormal X Rays; Abnormal Mass To Volume Ratio; No Abnormal Findings; Abnormal Hepatic Function; Abnormal Blushing; Abnormal Chest; Abnormal Blood Vessels; Hereditary Nephritis Deafness Abnormal Thrombogenesis Syndrome,1435; 7; 84; 63; 20; 2; 39; 3; 2; 2; 2; 1; 1; 1; 4,0.8465630388302336,General ⊂ Medical
pa,1695,X Ray Of Chest Pa And Lateral Views Procedure; Pa Upright,27; 1,0.8467323892786338,General ⊂ Medical
sectional,6,Cross Sectional Imaging; Cross Sectional Analyses,17; 14,0.8467801261993844,General ⊂ Medical
therapeutic,23,Therapeutic Abdominal Paracentesis; Therapeutic Radiology For Cancer Treatment; Anticoagulation Drug Level Below Therapeutic; Therapeutic Interventions; Therapeutic Thoracentesis,2; 19; 3; 1; 2,0.8467968931492743,General ⊂ Medical
pectoral,15,Muscle Of Pectoral Part Of Chest,3,0.8470018173840463,General ⊂ Medical
post,4109,Post Operative Finding; Post Pneumonia; Post Procedure; Post Thoracic Surgery; Post After; Status Post Cholecystectomy; Syndromes Post Cholecystectomy; Post Empyema; Post Colectomy; Post Surgical Complication; Mi Post; Post Cardiac Surgery; Post Prostatectomy; Post Abdominal Surgery,35; 3; 73; 9; 1; 22; 7; 2; 3; 1; 5; 1; 1; 2,0.8470689651713099,General ⊂ Medical
entry,20,Entry Data,20,0.8471713901257656,General ⊂ Medical
fibrotic,28,Fibrotic Lung Disease,2,0.8472124297112369,General ⊂ Medical
tubes,1454,Tubes And Lines; Drainage Tubes; Respiratory Equipment Tracheostomy Tubes; Decompression Tubes; Tubes Rectal,58; 20; 5; 1; 4,0.8472339959455958,General ⊂ Medical
enlargement,399,Enlargement Of Mesenteric Lymph Node; Bilateral Atrial Enlargement; Retroperitoneal Lymph Node Enlargement; Hilar Enlargement; Further Enlargement; Enlargement Of Spleen; Enlargement Of Iliac Lymph Node; Supraclavicular Lymph Node Enlargement,25; 1; 2; 22; 1; 1; 1; 1,0.8472664471504535,General ⊂ Medical
context,27,Physical Context; Patient Notified Context Dependent Category; Procedure Started Context Dependent Category; D Tachycardia Context Dependent Category,29; 2; 1; 1,0.8472752333536417,General ⊂ Medical
toe,27,Great Toe Structure,3,0.8474083925471741,General ⊂ Medical
chloride,2,Thallous Chloride,2,0.8474268422503803,General ⊂ Medical
metachronous,1,Second Primary Neoplasms Metachronous,1,0.8474371706266742,General ⊂ Medical
oral,297,Oral Psychosexual Phase; Decreased Oral Intake; Oral Residue Following Swallowing; Oral Function,20; 3; 4; 1,0.8475011740443088,General ⊂ Medical
shotty,4,Shotty Lymph Node,1,0.8476746351288572,General ⊂ Medical
impaired,17,Impaired Sensation; Impaired Renal Function,1; 4,0.8477052035440333,General ⊂ Medical
precautions,11,Rnrx Universal Precautions,1,0.8478944696543752,General ⊂ Medical
modest,2,Modest Extremity Pain,2,0.8478980658032127,General ⊂ Medical
check,502,Placement Check,5,0.8480774541559393,General ⊂ Medical
basis,25,Bilateral Lung Basis,7,0.84824521865505,General ⊂ Medical
infiltration,111,Infiltration Into Tissue; Pulmonary Infiltration; Tumor Infiltration; Polymorphonuclear Leukocyte Infiltration; Fatty Infiltration Of The Pancreas,107; 54; 16; 6; 1,0.8483502281121543,General ⊂ Medical
pancoast,86,Pancoast Tumor Resection,5,0.8484337515573688,General ⊂ Medical
supply,84,Decreased Oxygen Supply; Arterial Blood Supply; Neoplasm Vascular Supply; Oxygen Supply Tubing,512; 7; 1; 1,0.8484744308515612,General ⊂ Medical
lungs,905,Cavities Lungs; Computed Tomography Of Lungs; Disease Granulomatous Lungs; Atelectatic Lungs; Examination Of Lungs; Hyperinflated Lungs; Densities Lungs,5; 34; 1; 7; 4; 1; 6,0.848489908788921,General ⊂ Medical
cordis,15,Atrium Cordis Sinistrum,5,0.8485107518507949,General ⊂ Medical
trachea,490,Exteriorisation Of Trachea; Neoplasm Of The Trachea; Resection Of Carina Of Trachea; Squamous Cell Carcinoma Of The Trachea; Perforation Of Trachea; Biopsy Of Trachea; Trachea And Esophagus,11; 1; 3; 1; 1; 4; 10,0.8485159807110919,General ⊂ Medical
atrophic,54,Atrophic Pancreas,2,0.848615184300636,General ⊂ Medical
indwelling,51,Indwelling Foley Catheter; Indwelling Catheter Picc Line In Right Basilic Vein; Indwelling Catheter Picc Line Removal,3; 1; 1,0.8486854267874039,General ⊂ Medical
neck,560,Region Of Neck Body Structure; Neck Of The Pancreas; Nof Fracture Of Neck Of Femur; Structure Of Soft Tissues Of Neck; Computerized Tomography Of Neck; Dendritic Spine Neck; Structure Of Neck Of Gallbladder; Head And Neck Structure; Neck And Chest; Haematoma Of Neck; Chest Aortic Arch Head Neck Carotid Artery; Neck Structure; Neck Vessels; Nonspecific Pain In The Neck Region; Injury Of Neck; Neck Subcutaneous Emphysema; Ns Neck Stiffness; Cystic Hygroma Of The Neck; Metastatic Malignant Neoplasm In The Neck; Neck Of Left Femur; Head Or Neck; Neck Computed Tomography With Contrast; Neck Swelling; Neck Of Right Femur; Neck Thorax,17; 256; 3; 10; 48; 20; 1; 13; 7; 1; 1; 17; 5; 20; 2; 6; 1; 2; 2; 4; 2; 1; 2; 5; 1,0.8487003238865857,General ⊂ Medical
injection,146,Injection Of Hand; Parenteral Administration By Intravenous Injection; Arm Injection; A Recent Injection; Injection Of Thrombin; Injection Of Air,6; 5; 1; 1; 1; 1,0.8488106213014251,General ⊂ Medical
ten,7,Ten Day Report,1,0.8488406762416232,General ⊂ Medical
basilar,708,Basilar Atelectasis; Aneurysm Of Basilar Tip,203; 1,0.8488630550979241,General ⊂ Medical
nutritional,2,Nasogastric Intubation For Enteral Infusion Of Concentrated Nutritional Substances; Status Nutritional,6; 1,0.8488841867926794,General ⊂ Medical
follow,191,Active Follow Up; Follow Up Studies; Computerized Tomography Limited Or Localized Follow Up Study; Further Follow Up; Dedicated Small Bowel Series Ugi Sb Follow Through; Month Follow Up,534; 8; 3; 2; 4; 1,0.848934517299146,General ⊂ Medical
incomplete,46,Incomplete Expansion; Dislocation Incomplete; Incomplete Resection,4; 1; 6,0.8489596289643117,General ⊂ Medical
