pretty_name,cui,frequency,average_acc
Bone Structure Of Face,C0015455,2,0.7725745667755264
Structure Of Inferior Wall Of Orbit,C0230060,1,0.8005148798003414
No Defects,C4699239,1,1.0
Maximum Thickness,C4054567,1,1.0
Prominent Sulci,C3554072,2,1.0
Abnormal Mass To Volume Ratio,C0544704,2,1.0
Computerised Tomography For Guidance Localisation,C0202664,3,1.0
Autoimmune Reactions,C0443146,3,0.8468282322148961
Autonomic Nervous System Structure,C0004388,1,1.0
Autoimmune Disorder,C0004364,1,0.99
Right Antecubital Fossa,C0694665,3,1.0
Indwelling Catheter Picc Line In Right Basilic Vein,C2049642,1,1.0
Oedema Of Bone Marrow,C0948162,3,1.0
Intradural Extramedullary,C5453183,2,1.0
Tissue Diagnosis,C1546905,10,1.0
Technetium Tc 99M 2 Methoxy 2 Methylpropylisonitrile,C0162680,2,0.995
Kilogram Per Minute,C1532757,2,1.0
Dropping,C1705648,14,0.9698533386374735
Textus Muscularis Cardiacus Striatus,C0027061,1,0.9524488990678459
Preoperative Diagnosis,C1318968,2,1.0
Postoperative Diagnosis,C1318969,1,1.0
Dental Assistants,C0011327,2,1.0
Aneurysm Of Extracranial Internal Carotid Artery,C0264967,1,1.0
Charge Electrical,C1706211,1,0.7751322932262563
Removal Surgical Procedure,C0728940,5,0.9534792430041646
Vascular Accident,C1386009,1,1.0
Pud Peptic Ulcer Disease,C0030920,3,1.0
Valsalva S Maneuver,C0042293,4,1.0
Summary Report,C0242482,1,1.0
Sixty Nine,C0450388,1,1.0
Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative,C0488728,1,0.99
Hypokinesis Global,C0745157,3,1.0
Heart Left Ventricular Wall,C0504053,1,1.0
Occult Malignancy,C0741885,3,1.0
Developmental Venous Anomaly,C1956261,4,1.0
Ischaemic Heart Disease Angina,C0002962,5,0.914638866143839
Keto Acidosis,C0220982,26,0.8744666346461435
Structure Of Left Peroneal Vein,C5437308,13,1.0
Homogenous,C4698330,6,1.0
Right Temporalis Muscle,C0922644,1,1.0
Primary Central Nervous System Lymphoma,C0280803,2,1.0
Opsiture,C0069582,3,1.0
Urine Volume Measurement Finding,C1287298,1,0.7983170570461731
Decreased Output Urine,C0028961,36,1.0
Pain In Left Lower Limb,C0564822,3,1.0
Hypothyroidism,C0020676,2,0.995
Gastric Balloons,C0017124,3,1.0
Greater Tuberosity,C1512275,1,1.0
Data Sets,C0150098,1,1.0
Vessel Origin,C1301415,2,1.0
Rectosigmoid Diverticulum,C1395716,1,1.0
Tracheal Ectopic Calcification,C0264324,1,1.0
Levoscoliosis,C3494892,4,1.0
Fat Free Diets,C0242969,2,1.0
Emergency Physician,C4699551,1,1.0
Intra Abdominal Abscess,C0243001,8,1.0
Mesenteric Oedema,C1504505,1,1.0
Cerebral And Cerebellar Atrophy,C5394605,1,1.0
Supraclavicular Fossa,C4684527,1,1.0
State Of Restriction,C0443288,4,1.0
Infection Other Adverse Event,C1560945,1,1.0
History Of Headache,C1960629,1,1.0
Excision Of Mass Procedure,C1262070,1,1.0
Venous Distention,C0241668,1,1.0
Diagnostic Thoracentesis,C0843886,4,1.0
Unresectable Mass,C0677964,1,1.0
Vessels . Right,C4071842,1,1.0
Metastatic Malignant Neoplasm To The Retroperitoneum,C0346992,1,1.0
Secondary Malignant Neoplasm Of Small Intestine Incl Duodenum,C0494164,1,1.0
Nodular Hyperplasia Of Prostate Gland,C1704272,1,1.0
Internal Medicine Service,C5230764,4,1.0
Surgical Transfer Action,C0348011,9,1.0
Gastric Corpus Structure,C0227230,5,0.9507511755042237
Upper And Lower Extremity,C0546099,1,1.0
Anemia Profound,C0238644,5,1.0
Infarcted,C0333541,2,1.0
Approximately,C0332232,1,1.0
Bronchopathy,C1611190,1,1.0
Six Months,C4082120,3,1.0
History Of Aspiration Pneumonia,C4040630,4,1.0
Peribronchiolar Nodules,C3671963,4,1.0
Amputated,C0231447,2,1.0
Suspected Qualifier,C0750491,1,0.8228337301847329
Narrowing Of Artery,C1388472,1,1.0
J Wire Device,C1268545,1,1.0
Muscular Stiffness,C0221170,3,1.0
Bof Broncho Oesophageal Fistula,C0267094,14,1.0
Neoplasm Of The Esophagus,C0014859,16,0.9094460149828767
Other Sequences,C1481733,2,1.0
Surgery . Resident,C4298921,2,1.0
Tracheobronchial Fistula,C1963875,3,1.0
Tracheo Bronchial,C0450123,1,1.0
Mannosidase Endo Alpha,C1427293,1,1.0
Recurrent Infectious Disease,C0239998,1,1.0
Ground Glass Appearance,C0860516,1,1.0
Recurrent Aspiration,C5233411,3,1.0
White Matter Of Brain Syndrome,C0270612,1,1.0
Epithelial Cells . Non Squamous,C1545484,2,1.0
Hepatocellular,C2697585,14,1.0
Finding Of Abdominal Drain On Exam,C2266645,1,0.776896053413372
Recent Abdominal Surgery,C2064975,1,1.0
Speciman Volume : Vol : Pt : Plr Fld : Qn,C1369841,1,1.0
Examination Of Neurological System,C0027853,6,1.0
No Movement,C4036164,2,1.0
Pain Observations,C0030193,3,1.0
Acute Cerebrovascular Accident,C0751956,6,1.0
History Of Hepatocellular Carcinoma,C4039434,1,1.0
Subphrenic,C1550311,2,1.0
Intraoperative Ultrasound Procedure,C2368278,4,0.9975
Resection Of Liver,C0019144,1,1.0
Segmental Resection,C2987624,5,1.0
Abate Action,C3853704,1,1.0
Innominate Artery Laceration,C3507763,3,1.0
Structure Of Left Knee,C0230432,6,0.9597631940616157
Multisection : Find : Pt : Extremity : Doc : Us,C0881916,1,1.0
Haematoma Of Left Thigh,C5230082,3,1.0
Structure Of Right Knee,C0230431,3,0.8655067469995857
Oval Shaped Lesion,C1268662,2,1.0
Nerve Sheath,C1518248,1,1.0
Peripheral Nerve Sheath Neoplasm,C0751689,1,1.0
Poststenotic Dilatation,C1299346,3,1.0
Dome Of Liver,C2953688,1,1.0
Mitral Valve Disorder Calcification,C0919718,1,1.0
Occupied,C1548223,6,1.0
Does Play,C0600138,1,1.0
Recent Infection,C2169571,1,1.0
Metastatic Small Cell Neuroendocrine Carcinoma,C0748861,1,1.0
Superior Vena Caval,C0521359,2,1.0
2 Minutes,C3171718,1,1.0
Patient Notified Context Dependent Category,C1631603,2,1.0
Negotiations,C0680727,2,1.0
Balloon Dilatation,C0004704,3,0.8736085877003331
Set Of Bone Organs,C0262950,1,1.0
Ventriculomegaly Mild,C4479578,2,1.0
Consecutive,C1707491,3,1.0
Mural Nodule,C1881930,4,1.0
Ventricular Catheters,C0879220,4,1.0
Bilateral Staghorn Calculus,C0857053,2,1.0
Persistent Nausea,C0746782,3,1.0
Hemorrhage Of Cerebellum,C0149854,32,0.9705299366141281
Intraventricular Brain Hemorrhage,C0240059,2,0.787137340588454
Structure Of Inferior Horn Of Lateral Ventricle,C0152283,8,1.0
Icp Intracranial Pressure,C0021880,4,1.0
Central Nervous System Mass,C1096328,1,1.0
Performance Outcome,C4684731,3,1.0
History Of Confusion,C4047995,1,1.0
Primary Brain Neoplasms,C0750974,8,1.0
Level 7,C5571103,1,1.0
Stabilisation,C1293130,11,1.0
Tarceva,C1135136,5,1.0
Transtentorial Herniation,C2937226,6,0.7846357721050138
Headphone Headset,C1708332,4,1.0
Pansinusitis,C0558362,1,1.0
Medical Imaging Single Photon Emission Computed Tomography,C0040399,1,1.0
Falcine,C2987150,1,1.0
Prefoldin Subunit 5,C1418486,3,1.0
Hemorrhage Basal Ganglionic,C0472377,3,0.8427703929242988
Tobacco In Any Form,C0040329,2,1.0
Hypertensive Urgency,C0745138,6,1.0
Chest Discomfort,C0235710,1,1.0
Trapped Lung,C2242587,2,1.0
Checking Action,C1283174,15,0.9221130610688276
Respiratory Diaphragms,C0011980,2,0.7647868127085158
Empirical,C1880496,3,1.0
Infusion Reaction Extravasation Of Contrast Material,C4064925,2,1.0
Enlarged Bronchial Artery,C3671682,1,1.0
Hyperinflated Lungs,C4315216,1,1.0
Axis Inhibition Protein 2 Human,C1454580,2,1.0
Erosina,C2811095,2,1.0
Pulmonary Artery And Pulmonary Vein,C0545748,2,1.0
No Abnormal Findings,C4699246,2,1.0
Packed Red Blood Cells,C2316467,7,1.0
Crystalloid Solutions,C0056562,1,0.99
Erythematous,C0332476,5,1.0
Unable To See At All,C4722264,6,1.0
Right Lateral Sulcus,C2949781,2,1.0
Able To See Finding,C3874349,1,1.0
Right Anterior Chest,C0694664,10,1.0
Metastatic Malignant Neoplasm To The Abdominal Cavity,C0854198,3,1.0
Mass Of Abdominal Cavity Structure,C3163960,1,1.0
United States National Center For Health Care Technology,C0027447,1,1.0
Bilateral Gynaecomastia,C1542805,3,1.0
Not Change,C5570809,5,1.0
Identification Patient,C1269815,3,1.0
Meditech Health Record System,C3829134,1,1.0
Analysis Sample,C1303103,1,1.0
Is 35,C0165079,2,1.0
Hypoxic Respiratory Failure,C3805211,26,1.0
Attenuation Coefficient,C2986722,2,1.0
Musculature Of Abdominal Wall,C0000739,1,0.7730307980777048
Skin Of Right Temporal Part Of Head,C0925444,1,1.0
Gray Matter Of Right Frontal Lobe,C2330257,2,1.0
At Any Time,C3887636,3,1.0
Disturbance,C2699787,1,1.0
Aspiration Procedure,C0349707,2,0.8046244176058179
Very Likely,C3840799,4,1.0
Coronary Artery Structure,C0205042,13,0.7646568804984931
Dental Filling Materials,C0440137,1,1.0
Enlarged Pulmonary Artery,C0748109,1,1.0
History Of Pneumothorax,C0455545,2,1.0
Radio Opaque Acrylic Resin,C0302587,4,1.0
Reflex Finding,C0034929,1,0.99
Evidence Of Embolus,C2228352,3,1.0
Definitely Present Qualifier Value,C1444703,2,1.0
Chest Pain Occurring Suddenly As New Onset,C2073320,5,1.0
Architectural Distortion,C2826609,11,1.0
Diminishing,C0205216,3,0.9426605783140306
Impaired Renal Function,C1565489,4,0.9348279045067209
Inspire,C5139972,1,1.0
Deep Venous Thrombosis Of The Popliteal Vein,C0747763,1,1.0
Neoplastic Nodule,C2698446,1,1.0
At 10,C0591126,1,1.0
Tissue Of Cerebellum,C0007765,2,0.8835857938175726
Haematoma Infection,C0948087,1,1.0
Diaphragmatic Injury,C0434014,3,1.0
Structure Of Prevertebral Lymph Node,C0229746,1,1.0
Carcinoid Tumor Of The Lung,C0280089,10,1.0
Field S Stain,C0440042,10,1.0
Emergent,C0750573,19,1.0
Lying Flat,C4699589,3,1.0
Polygonal Nodule,C2226608,1,1.0
Lesion Of Breast,C0567489,1,1.0
Abdominal Aortic Calcification,C4531207,3,1.0
Insertion Of Endotracheal Tube,C0021932,7,1.0
Normal Kidneys,C1864785,1,1.0
Abnormal Hepatic Function,C0086565,2,1.0
Increased Bilirubin Level Finding,C0311468,2,1.0
Bilateral Pulmonary Infiltrates,C2939072,11,1.0
Recurrent Relapsed Non Small Cell Lung Cancer,C0278517,9,0.9746564672821392
Magnetic Resonance Imaging Of The Brain With And Without Contrast,C4527279,4,1.0
Vascular Lesions,C1402315,1,1.0
Intractable Abdominal Pain,C4047369,1,1.0
Structure Of Left Gastric Artery,C0226298,1,1.0
Structure Of Renal Vein,C0035092,7,0.7712063774624056
Thalamic Structure,C0039729,9,1.0
Cholelithiasis With Obstruction,C0267862,1,1.0
Cephalodynia,C0018681,3,0.8065466079345548
Left Lentiform Nucleus,C2950746,3,1.0
Left Thalamus,C2340044,13,1.0
Tdgf1P5 Gene,C3469970,1,1.0
Clinical Statement,C3242447,1,1.0
Catheter Exit Site,C4303069,1,1.0
Bruit,C0006318,2,1.0
Visual Acuity Of Left Eye With Cycloplegia Physical Finding,C2087366,1,1.0
4 Severe,C3869872,1,1.0
Slitting,C0184904,3,1.0
Curved Tube,C1511565,1,1.0
Cardiac Structure,C0018787,2,1.0
Intravenous Infusion Procedures,C0021440,1,0.754249651662093
Debating,C0870392,4,1.0
Coarse Breath Sounds,C3666016,8,1.0
Surgical Incisions,C0184898,4,0.9442124166827417
Base Of The Brain,C1511067,1,1.0
Ten Day Report,C1710369,1,1.0
Sensory Perception Function,C0036658,1,1.0
1 4 Methylthiophenyl 2 Aminopropane,C1566262,2,1.0
Metatarsal Bone Structure,C0025584,5,0.9576459240190431
5 Days Ago,C5570860,2,1.0
Htmllinktype Prev,C1552852,5,1.0
History Of Tracheostomy,C0455660,2,1.0
Total Opacity,C4699261,5,1.0
Blood Gas Oxygen Saturation Measurement,C0523807,9,1.0
Empty Sella Turcica Syndrome,C0014008,4,1.0
Disorder Of Blood Vessel,C0042373,5,1.0
Form A,C0555455,2,1.0
Further Follow Up,C5452898,2,1.0
Partial Loss,C3845645,1,1.0
Pleural Edema,C4313026,2,1.0
Regurgitating,C0232606,2,1.0
Observation Of Motor Function Of Tongue,C0426982,2,1.0
Hilar Density,C0744902,16,1.0
Failing,C0231175,12,1.0
Conclusive,C2828146,7,1.0
Exceeding,C5446435,2,1.0
Laryngeal Ulceration,C0264308,3,1.0
Attaching Action,C0185023,1,1.0
Multiple Surgical Procedures,C4060786,1,1.0
Gore Tex,C0018088,15,1.0
Reconstruction Of Chest Wall,C0405930,36,1.0
Syndesmophyte,C0221690,1,1.0
Tracheomegaly,C4023705,1,1.0
Sliding Hiatus Hernia,C0376710,1,1.0
Fluid Shifting,C0242705,1,1.0
Cancer Of Lung Stage Iii,C0862847,6,0.9275447804938777
Relapsing Course,C0205336,1,1.0
Mediastinal Density,C0746450,6,1.0
Operative Procedures,C0038895,2,0.7932786106433007
Stage Iii Lung Adenocarcinoma Ajcc V7,C0854987,1,1.0
Arteries Femoral Iliac,C0545728,3,1.0
Variability,C2827666,3,1.0
Operative Bleeding,C3267156,7,1.0
Structure Of Right Upper Quadrant Of Abdomen,C0230177,7,0.7791402228657114
Lesion Of Posterior Fossa Of Cranial Cavity,C4302056,15,1.0
Sanguinous,C3841391,1,1.0
Intracranial Surgery,C0745377,5,1.0
Chronic Subdural Hemorrhage,C0749095,1,1.0
Dissecting Aneurysm Of Artery,C0002949,1,1.0
Vascular Change,C1410790,1,1.0
Arrival Action,C1706079,4,0.9533944107193892
With High Blood Pressure,C0857121,23,1.0
Dilatation Of Pulmonary Artery Unspecified,C0428851,1,1.0
Embolic Occlusion,C4290180,1,1.0
Copious,C3845930,18,1.0
Came,C0960273,6,1.0
Moderately Better,C4086592,2,1.0
Tissue Type Plasminogen Activator,C0084796,1,1.0
Structure Of Anterior Nuclear Group Of Thalamus,C0228316,1,1.0
Thrombotic Stroke,C0242129,1,1.0
All Other,C5425799,4,1.0
Face Tent Oxygen Delivery Device,C0180824,3,1.0
Reduced Lung Volume,C5563137,1,1.0
Bullet Shape,C1706207,1,1.0
Pulmonary Blood Circulation,C0034057,8,1.0
Erythema Of Forearm,C1536329,2,1.0
Structure Of Outflow Tract Of Right Ventricle,C0225892,5,0.7952963958518033
Judet,C4299016,1,1.0
Prosthetic Right Hip,C2123405,1,1.0
Anterior Lower,C0442000,1,1.0
Set Of Muscles Of Left Thigh,C0923502,1,1.0
Chest Lung . Bilateral,C4266611,1,1.0
Suboptimally Visualized,C4700189,4,1.0
Total Knee Joint Prosthesis,C0182477,1,1.0
Facet Hypertrophy Joints,C0743797,1,1.0
No Traumatic Injury,C5547052,1,1.0
Prosthetic Hip,C2123404,1,1.0
Other Source,C3846540,6,1.0
Dna Sequence Cloning Site,C1705686,3,0.9263900990690651
End Expiratory,C0442700,2,1.0
Middle Mediastinal Mass,C5539835,2,1.0
Diseases Of The Lymph Nodes,C0272394,1,1.0
Phlebotomy For Diagnostic Test,C0190979,3,1.0
Cleaning Activity,C1947930,7,1.0
Application Of Bandage Procedure,C0150468,3,1.0
Right Insula,C2331118,1,1.0
Strumpell Leichtenstern Encephalitis,C0276226,2,1.0
Bacterial Embolus,C0333222,5,0.8707625274366692
Fever Hiv,C0744968,1,1.0
Brain Fever,C1399571,1,1.0
Ideal,C1512612,2,1.0
Measurement Of Creatinine,C0201975,1,1.0
Temporal Lobes Anterior,C5545316,2,1.0
Temporal And Frontal Lobes,C0546015,1,1.0
Prominent Vasculature,C5194648,1,1.0
Dilatation Of The Lateral And Third Ventricles,C3806266,2,1.0
Inverting,C2349984,1,1.0
Hematogenous,C1512376,4,1.0
Superomedial,C1179865,2,1.0
Infectious Pneumonitis,C2721563,3,1.0
Mgc129621,C1421114,2,1.0
Wound Of Chest,C0742361,1,1.0
Vicryl Suture,C1576039,3,1.0
Severe Allergy,C2945656,4,1.0
Calvarial Skull Defect,C4025787,1,1.0
Unknown Origin Qualifier Value,C0332240,3,1.0
Applies To Hl7 Value Set And Coded Concept Property Codes,C1553879,1,1.0
Valsalvas,C0750122,3,1.0
Surgical Intervention Finding,C0549433,6,1.0
Structure Of Internal Thoracic Vein,C0226633,1,1.0
Marginal Quality,C1947914,1,1.0
Chronic Inflammatory Disorder,C1290886,1,1.0
Rapid Atrial Fibrillation,C1281999,2,1.0
Presumptive,C3640893,1,1.0
Clavicle Right,C0507156,3,0.8370546162575995
Fear Mental Process,C0015726,4,1.0
Apical Lordotic,C4298964,1,1.0
Neoplastic Large Cell,C1513997,35,1.0
Anoxic Encephalopathy,C0003132,5,1.0
Large Cell Undifferentiated Lung Carcinoma,C0345958,10,0.7960817899033794
Difficult Tracheal Intubation Finding,C0549401,1,0.79687592076611
Chronic Sinus Disease,C0748720,2,1.0
Reactivation Tuberculosis,C0275965,1,1.0
Slightly Below,C3843215,1,1.0
Airway Compression Or Obstruction,C0238610,1,1.0
Direct Visualization,C3846514,6,1.0
Alveolar Oedema,C2939069,2,1.0
Too High,C4036058,5,1.0
Fasteners T,C0878823,10,1.0
Puncture Of Skin,C0847630,2,1.0
Ambisome,C0591076,2,1.0
Therapeutic Interventions,C0087111,1,0.7990705456541933
Segment Of Colon,C2332535,1,1.0
Ischaemic Colitis,C0162529,28,1.0
Caecal Inflammation,C0267537,1,0.7676848526444449
Oesophageal Carcinoma Site Unspecified Recurrent,C0854761,1,1.0
Abnormality Of The Skeletal System,C4021790,3,1.0
Last Two Days,C4526586,1,1.0
Intrathoracic Lymphadenopathy,C0235593,2,1.0
Breast Irregular Nodularity,C0024103,1,1.0
Day 1,C5441961,5,1.0
Patient Comfort,C4277744,2,1.0
Present Throughout The Entire Procedure,C1301830,5,1.0
Type Of Procedure,C0455713,1,1.0
Underground Railway Line,C0562999,1,1.0
7 Fr,C4068969,3,1.0
Indwelling Catheter Picc Line Removal,C2049652,1,1.0
Cardiac Neoplasm Uncertain Behavior Of Pericardium,C0349574,2,1.0
Elevated Lactate Level,C4054756,6,1.0
Liver With Stomach,C0304934,1,1.0
Mass Of Mesentery,C3670831,1,1.0
Adenocarcinoma Of The Small Intestine,C0278803,1,1.0
Flagyl,C0699678,4,1.0
Arterial Hypotension,C0020649,2,0.8501688531343146
Stereotactic Localization,C4489436,2,1.0
Trephination Of Cranium,C0040836,6,0.7985433814973865
Pulmonary Emphysema,C0034067,5,1.0
Pulmonary Hyperinflation,C1167782,1,0.7652820605585072
Necrotizing Granulomatous Inflammation,C0021386,1,1.0
Tags Device,C1139855,1,1.0
Cardiomegaly Of Left Atrium,C0238705,3,0.9855455427574831
General Surgical Instruments,C0038928,5,1.0
Aplasia Of The Epiglottis,C4024628,1,1.0
3 Views,C0882612,5,1.0
Structure Of Body Of Lateral Ventricle,C0152280,2,1.0
Neoplasm Of The Neuroglia,C0017638,7,0.956713579537045
Mild Scarring,C1844594,1,1.0
Exhibitions As Topic,C0015272,1,1.0
Respiratory Airway Obstruction,C0600260,3,1.0
Ossifying,C0231556,2,1.0
Metastatic Non Small Cell Carcinoma,C4720862,3,1.0
Second Primary Neoplasms Metachronous,C0085183,1,1.0
Decadron,C0740057,8,1.0
Regurgitation Of Left Atrioventricular Valve,C0026266,2,1.0
Subdivision Of Gastroduodenal Artery,C1182516,4,1.0
Post Empyema,C2062963,2,1.0
Outs Time,C0871938,3,1.0
Anterolateral Part Of Chest Wall,C4322847,1,1.0
Tubulin Tyrosine Ligase Like Family Member 5,C1823540,2,1.0
Chin Down,C4068930,2,1.0
Pre Surgery,C0441943,1,1.0
Hormone Secretion By Carcinoid Tumour,C0024586,9,1.0
Tumour Destruction,C1446301,2,1.0
Cryoprecipitated Plasma With Antihemophilic Factor,C5553020,2,1.0
Extremity . Bilateral,C0947116,1,1.0
Acute Disease Disorder,C0001314,1,1.0
Pyloric Antrum Structure,C0034193,2,0.8884643494252661
Treatments Tuberculosis,C0749724,1,1.0
Treating Tuberculosis,C0749723,1,1.0
Structure Of Ascending Portion Of Duodenum,C0227303,4,1.0
4 Weeks,C1442465,10,1.0
Vascular Bypass,C0750143,1,1.0
Unspecified Fracture Of Pubis,C0347806,1,1.0
Response To Antibiotic,C1154706,1,1.0
En Bloc,C1516835,3,1.0
Extremely Difficult,C3843354,4,1.0
Metallic Stents,C0441290,1,1.0
Body Of Uterus Structure,C0227813,18,1.0
Structure Of Genu Of Corpus Callosum,C0152321,8,1.0
Multicystic,C4697724,2,1.0
Unusual Infection,C5139132,1,1.0
Possessions,C0871103,1,1.0
Specimen Source Codes Polyps,C1546747,1,0.7560362747336463
Communicating Hydrocephalus,C0009451,3,1.0
Bony Fusion,C4313588,1,1.0
Structure Of Body Of Corpus Callosum,C0152320,1,1.0
Thrombosis Of Vein Of Upper Limb,C0749848,1,1.0
X Ray Of Foot : Postoperative Findings,C2207306,6,1.0
Structure Of Frontal Lobe Gyrus,C0228195,2,0.9084220687354829
Animal Hide,C1719994,1,1.0
Ependymal,C0521405,4,1.0
Vestibular Schwannoma,C0027859,1,1.0
Dilatation Of The Descending Thoracic Aorta,C4025266,1,1.0
Ot Operating Theatre,C0029064,3,0.896135042321433
Internal Auditory Canal Right,C0947140,1,1.0
Aneurysm Of Ascending Aorta,C0856747,1,1.0
Seated Positions,C2584297,1,0.9315100100591671
Cap Formation Cell Function,C0302167,3,1.0
Occipital And Temporal Lobes,C0546009,5,1.0
Lumen Of Gallbladder,C0736580,5,1.0
Adnexal Masses,C0149614,6,1.0
Maxillary Left First Premolar Mesial Prosthesis,C1553570,5,1.0
Hospital Information Systems,C0019972,2,1.0
Mandibular Left Second Molar Mesial Prosthesis,C1553590,1,1.0
Ct Pulmonary Angiogram,C4286018,1,1.0
Ventilation Status,C0518239,1,1.0
Area 18 Of Brodmann Guenon,C3853802,5,1.0
Statistical Dispersion,C0332624,1,1.0
Lvh Left Ventricular Hypertrophy,C0149721,3,0.9899999999999999
Surface Of Left Sixth Rib,C4243523,1,1.0
Lead Placement,C2346652,2,1.0
Temporary Pacemaker,C0282007,3,1.0
Assess For Edema .,C0548299,1,1.0
Left Cardiac Artery Dominance,C3275098,2,1.0
Exaggerated Lordosis,C3810512,1,1.0
Septicaemic Shock,C0036983,7,1.0
Peristaltic Sound Absence,C0232696,3,1.0
No Obstruction Of Airway,C0425452,3,1.0
Downwards,C0205104,1,1.0
Practitioner,C1709627,2,1.0
More Than A Week,C4036221,1,1.0
Acute Respiratory Decompensation,C0748352,2,1.0
Postoperative Seroma,C1998103,6,1.0
Neoplasia Of The Pancreas,C0030297,1,1.0
Ligation Of Thoracic Lymph Duct,C0193907,4,1.0
Removal Tumor,C0749736,6,1.0
Region Of Thoracic Inlet,C3686702,1,1.0
Chylous Pleural Effusion,C0008733,1,0.8450094168241449
Pyrexia With Chills,C0085594,2,1.0
Partial Pneumonectomies,C0747649,2,1.0
Hemorrhagic Pericardial Effusion,C3670880,7,1.0
Inflammatory Lung Disease,C4230430,2,1.0
Tent Recreation Equipment,C0677506,1,1.0
Central Veins,C1116449,1,1.0
Ventilatory Support,C4748623,5,1.0
Residual State,C1609982,3,0.9203147691079844
Increased Intravascular Volume,C1372361,1,1.0
Disorders Motility,C0679316,1,1.0
Scoliosis Of Thoracolumbar Spine,C0749379,2,0.9235741304623056
Medical Port Access Device,C5419473,3,1.0
Goals Of Care,C2930505,4,1.0
Recovering From,C0521108,1,1.0
Discharge Procedure,C0030685,1,1.0
Rehabilitation Treatments,C0034991,1,0.8116378316334927
Infusion Therapy,C4316303,2,1.0
